,Sr No,Image File,Caption
7225,10436,img/insta10436,everything i am i owe it all to you mom everything i will teach my daughter you taught me first thank you mom for being there for me  loving me unconditionally i love you so much 
7226,10437,img/insta10437,happy mothers day to all of the beautiful mothers out there 
7227,10438,img/insta10438,brazilhere we come 
7228,10439,img/insta10439, i on set at an e shoot 
7229,10440,img/insta10440,and i 
7230,10441,img/insta10441,i remember this from thailand 
7231,10442,img/insta10442,photo booth fun with about 5 years ago the 1st time i dyed my hair blond 
7232,10443,img/insta10443, i doing press one morning 
7233,10444,img/insta10444,i love my sibling selfies i have tons in selfish i will post a few today this was  i clubbing in la 
7234,10445,img/insta10445,thanks to everyone who came out to support my la book signing of selfish 
7235,10446,img/insta10446,on my way to a book signing la love this sketch from 
7236,10447,img/insta10447,to when i was living at my moms last year  would waist train with my fave  steal clothes from closet laughing out loud 
7237,10448,img/insta10448,so excited to be on australias next top model tonight on fox8 
7238,10449,img/insta10449,best dressed list thank you so much vogue for this honor 
7239,10450,img/insta10450,my fave made the most beautiful sketch of kanye  i last night at the met 
7240,10451,img/insta10451,my book selfish comes out today i signed some copies this morning im heading to barnes  noble now for a book signing see you there 
7241,10452,img/insta10452,thank you so much to everyone who made this look happen last night of course  for making me your 1st gown what an honor  for jewelry glam squad peter savic for hair  kanye wore cavalli as well 
7242,10453,img/insta10453,with my idol  📷  by kanye 
7243,10454,img/insta10454,met x kanye x 
7244,10455,img/insta10455,i just love this girl  😍  
7245,10456,img/insta10456,this beauty this icon im so so happy i met her we spoke about our amazing armenian journeys and that bob mackie gown she wore to the met 1974 
7246,10457,img/insta10457,met gala with and cher 
7247,10458,img/insta10458,met gala 2015 thank you for this gorgeous gown 
7248,10459,img/insta10459,tonights inspiration cher at the 1st ever met gala i just met her and told her this photo was my inspiration for my dress tonight she is so beautiful so happy i met her 
7249,10460,img/insta10460,my 1st met 
7250,10461,img/insta10461,us last year 
7251,10462,img/insta10462,kendall and i last year at the met 
7252,10463,img/insta10463,last year getting ready for the met gala i just started getting ready glam team on fleek 
7253,10464,img/insta10464,whos ready 
7254,10465,img/insta10465,dont think i didnt put lots of sexy pics in my new book 
7255,10466,img/insta10466,fight night 
7256,10467,img/insta10467,love being in nyc looking thru my new book selfish and loving this pic of mason  i back in 2010 
7257,10468,img/insta10468,do you guys remember this blue eyeshadow emmy look from 2009 
7258,10469,img/insta10469,i sooooo remember this day i was shooting my carls jr campaign  of course had to capture the moment 
7259,10470,img/insta10470,i remember i just dyed my hair blonde and did a photo shoot with nick saglimbeni to remember this hair its one of my favorite shoots came home and took some selfies 
7260,10471,img/insta10471,i always loved taking pics at photo shoots i remember this was at our kardashian tanning shoot in malibu 2012 
7261,10472,img/insta10472,bff selfie in 2011 
7262,10473,img/insta10473,heres a really old selfie of and i in 2009 
7263,10474,img/insta10474,since today im posting bff selfies from my book i had to post this pic of my lifelong bff allison i put her on blast a while ago posting her ig name but she really doesnt want to be in the mix so im not going to post too much about her laughing out loud but shes of course in my book 
7264,10475,img/insta10475,and this pic in 2010 i remember the outfit it was around my bday in nyc w i can always see a pic  be reminded of exactly what i was doing 
7265,10476,img/insta10476,if i can remember correctly this pic of and i was from 2007 
7266,10477,img/insta10477,you too remember this coral herve dress for the miami dash opening in 2009 
7267,10478,img/insta10478,over the years i took sooooo many selfies with my friends might kill me for including this one in my book but i love capturing the memories 
7268,10479,img/insta10479,heres a bedtime selfie from my book selfish it must really be a show off my ring selfie bc i still have all of my make up on 
7269,10480,img/insta10480,it was so hard going thru thousands of selfies for my new book selfish  picking the ones i thought you guys would love the most all week im going to be posting tons of selfies from my book i have a collection of selfies for over a decade heres one of kourtney  i years ago 
7270,10481,img/insta10481,blonde hair dont care 
7271,10482,img/insta10482,found these papers of me writing all of the captions and content for my new book selfish 
7272,10483,img/insta10483,airport vibes vetements sweatshirt j brand jeans tom ford boots 
7273,10485,img/insta10485,saturday nights  😘  
7274,10486,img/insta10486,it might not always be easy but we support you no matter what your honesty has opened the doors for others to be courageous and live an authentic life 
7275,10487,img/insta10487,love is the courage to live the truest best version of yourself bruce is love i love you bruce 
7276,10488,img/insta10488,thank you for the best wedding present a custom bag by olympia le tan 
7277,10489,img/insta10489,today marks the 100 year anniversary of armenian genocide i am proud to now say i have been to armenia i have seen the memorials and the people who survived and i am so proud of how strong the armenian people are i am saddened that still 100 years later not everyone has recognized that 15 million people were murdered but proud of the fact that i see change and am happy many people have started to recognize this genocide we wont give up we will be recognized by all soon  🔷  🔶  
7278,10490,img/insta10490,last night right before i fell asleep with all of my make up on grrrrrr 
7279,10491,img/insta10491,last week in armenia footsie with daddy 
7280,10492,img/insta10492,in honor of earth day here is my best plant selfie from my new book coming out may 5th  🍃  🌿  
7281,10493,img/insta10493,reunited and it feels so good 
7282,10494,img/insta10494,dinner at the polo bar with  🏇  🏻  
7283,10495,img/insta10495,i met this beauty last night 
7284,10497,img/insta10497,glam team props wardrobe styling by jenke dress make up hair 
7285,10498,img/insta10498,so honored and proud that my husband and i are both on this years time 100 list was a great event last night 
7286,10499,img/insta10499,love this shot from the back 
7287,10500,img/insta10500,last night at the time 100 gala wearing sophie theallet and kanye in haider ackerman 
7288,10501,img/insta10501,about last night 
7289,10502,img/insta10502,oh just a few time 100ers kimye x x hosain rahman 
7290,10503,img/insta10503,craziest performance ever tonight at the time 100 gala 
7291,10504,img/insta10504,kiki + koko 
7292,10505,img/insta10505,kourtney  i with our dad 
7293,10506,img/insta10506,going thru pics and gonna post a few of kourtney  i in honor of her birthday 
7294,10507,img/insta10507,happy birthday to my big sister you were always there for me to copy everything you did when we were kids and now you are there to teach me everything as an adult you are the best mom and im so happy our kids get to grow up together as if they are siblings i learn so much from you everyday i love you and im so proud you are my sister dont know what i would do without you 
7295,10508,img/insta10508,its time 
7296,10509,img/insta10509,getting my touch ups for the launch party in paris yesterday 
7297,10510,img/insta10510,thank you to everyone who came out to support the launch of in paris today i loved seeing you guys  🇫  🇷  💆  
7298,10511,img/insta10511,bye jerusalem 
7299,10513,img/insta10513,good morning jerusalem we woke up really early to see the site where the crucifixion of jesus christ took place 
7300,10514,img/insta10514,thank you to everyone who came out last night to see kanye perform ive learned on this trip how many talented armenian musicians we have what an incredible night going to miss it here  💙  💛  
7301,10515,img/insta10515,what a crazy night kanye wakes me up  says hes doing a free concert in yerevan armenia i throw on sweats  we head out thousands of people were there kanye jumped in swan lake to be closer to the crowd on the other side  so many people jumped in too it was such an exciting crazy night so happy i got to rock out with everyone in armenia on our last night here 
7302,10516,img/insta10516,an emotional day at the genocide museum  🔺  🔹  🔸  
7303,10518,img/insta10518,it was an honor to meet the prime minister of armenia hovik abrahamyan who expressed how proud they are that we are proud armenians and we have not forgotten our roots 
7304,10519,img/insta10519,khloe  i brought along our cousins kourtni  kara kardashian we miss you krista yes we have 3 cousins who are sisters that all start with a k too laughing out loud 
7305,10520,img/insta10520,khloe  i visiting mother armenia yesterday this statue reminds visitors of the strong female figures in armenian history i love how powerful women are and respected so much in our culture 
7306,10521,img/insta10521,long hair dont care 
7307,10522,img/insta10522,turquoise vibes today 
7308,10523,img/insta10523,my husband and daughter came to armenia as well to see my heritage and learn about my ancestors my cousins came along too so excited i cant sleep 
7309,10524,img/insta10524,armenia we are here we are so grateful to be here  start this journey of a lifetime thank you to everyone who greeted us i cant wait to explore our country and have some yummy food  💙  💛  
7310,10525,img/insta10525,theres nobody better eyebrows on fleek 
7311,10526,img/insta10526,happy easter everyone easter has always been a big celebration in my family i love this throwback of kourtney khloe and me with our daddy in our front yard just finishing an easter egg hunt 
7312,10527,img/insta10527,fam bam 
7313,10528,img/insta10528,i love my grandma 
7314,10529,img/insta10529,easter prep  🌷  🐣  🐰  🍬  
7315,10530,img/insta10530,wake up and smell the roses 
7316,10531,img/insta10531,back to my roots 
7317,10532,img/insta10532,my rad little nephewreign aston disick 
7318,10533,img/insta10533,im so excited to announce in my game you better step your fashion game up hes watching 
7319,10534,img/insta10534,northie was so proud of all of the eggs she found she wouldnt stop talking about it all night  🍬  🐰  🐣  
7320,10535,img/insta10535,my baby girl on the hunt for easter eggs at the farm  🐣  🐰  
7321,10536,img/insta10536,bffs ryan + north  💕  
7322,10537,img/insta10537,an all new episode of keeping up with the kardashians is on tonight 98pm c tune into e 
7323,10538,img/insta10538,finding true loyal friends is rare hold on tight to the ones you love 
7324,10540,img/insta10540,sex  the city moment walking the sand dunes in dubai 
7325,10541,img/insta10541,for your birthday im going to post some cute pics from our last dubai trip fun carla fact shes a twin but her brother is born the day before her so they have different bdays 
7326,10542,img/insta10542,happy birthday to my one and only so many years as friends so many memories i love you so much living a world apart cant stop our bond 
7327,10543,img/insta10543,bts of my elle shoot with wearing of course 
7328,10544,img/insta10544,i dyed my hair for fashion week and loved that i captured this blonde moment 
7329,10545,img/insta10545, 🇫  🇷  elle france 
7330,10546,img/insta10546, 🇫  🇷  cover is out today  📷  jan welter  💄   💇  wearing 
7331,10547,img/insta10547,i loved this shoot for elle france magazine on stands tomorrow glam 
7332,10548,img/insta10548,bts elle france cover shoot 
7333,10550,img/insta10550,sunset at bruces never looked so good last night  💫  
7334,10552,img/insta10552,ive known since high school anthony from the last pic since i was born love catching up with all of my friends this weekend 
7335,10553,img/insta10553,weekend vibes 
7336,10554,img/insta10554,flashback to when niccolo  i were going over new updates  additions in kim kardashian hollywood tune in tonight to see it all 
7337,10555,img/insta10555,if only you guys knew the hard work it took to get these guys in my video game oh wait you will see it all tonight on keeping up with the kardashians 
7338,10556,img/insta10556,beach day 
7339,10557,img/insta10557,on set a few days ago with the amazing cant wait for you to see the projects weve been working on 
7340,10558,img/insta10558,my cuties 
7341,10559,img/insta10559,my princess and i at the same age north is seriously the sweetest funniest girl i know  🎀  👑  
7342,10560,img/insta10560,kourtney  kim taking miami in 2007 
7343,10561,img/insta10561,congrats baby on getting almost 5 million views for yeezy season1 this is just the beginning 
7344,10562,img/insta10562,to last month at the brit awards 
7345,10564,img/insta10564,being blonde is a full time job 
7346,10565,img/insta10565,tune into e news today to find who our next cameo is for kim kardashian hollywood game thanks  niccolo demasi from glu 
7347,10566,img/insta10566,happy birthday to my one and only brother robbie i remember this vegas party of yours like it was yesterday 🎈  i love you so much and cant wait to share so many more memories with you kiki  riki  🍀  
7348,10567,img/insta10567,organizing  cleaning up before bed and waist training at the same time thank you to the one and only 
7349,10568,img/insta10568,on set shooting a commercial for kim kardashian hollywood glam 
7350,10569,img/insta10569,new avi alert 
7351,10570,img/insta10570,west coast tune into e keeping up with the kardashians starts soon 
7352,10571,img/insta10571,im very proud of my whole family weve kept it real for 10 seasons weve opened up and shared our lives thru happy times sad times really devastating times and life changing times were so lucky we have each other to be there and support one another and root for each other thank you for watching our home movies and supporting us because of you we are at season 10 
7353,10572,img/insta10572,to last week in paris 
7354,10573,img/insta10573,channeling my inner elsa for north  
7355,10574,img/insta10574,pfw vibes 
7356,10575,img/insta10575,yesterdays look my new obsession is this givenchy fur coat wolford sheer turtleneck proenza skirt  givenchy boots 
7357,10576,img/insta10576,another all givenchy look for paris fashion week 
7358,10577,img/insta10577,i love this all givenchy look mens shirt and blazer with a skirt  bodysuit and my new favorite boots 
7359,10578,img/insta10578,at the louis vuitton show with 
7360,10579,img/insta10579,louis vuitton show 
7361,10580,img/insta10580,the secret garden 
7362,10581,img/insta10581,yesterday was magical 
7363,10582,img/insta10582,romantic day with my husband outside of paris 
7364,10583,img/insta10583,morning  🙉  
7365,10584,img/insta10584,all ye 
7366,10585,img/insta10585,growing up on a tuesday happy birthday love you so much 
7367,10586,img/insta10586,not insecure at all standing next to these super models  😭  😩  😂  
7368,10587,img/insta10587,new tat alert 
7369,10588,img/insta10588,the louis vuitton don finished his run of 4 shows at the louis vuitton foundation sooooo proud best crowd ever  🇫  🇷  
7370,10589,img/insta10589,givenchy flow x givenchy show x givenchy head to toe 
7371,10590,img/insta10590,givenchy show 
7372,10591,img/insta10591,congrats on the most brilliant show 
7373,10593,img/insta10593,kisses and cuddles 
7374,10594,img/insta10594,reading books before bedtime 
7375,10595,img/insta10595,its hard to describe how cool this looked these pics show a little glimpse 
7376,10596,img/insta10596,waterfalls x runaway x surround vision 
7377,10597,img/insta10597,kanye performing at the louis vuitton foundation frank gehry museum last night  🔥  
7378,10598,img/insta10598,pfw vibes  🇫  🇷  
7379,10600,img/insta10600,watching bae perform tonight at the louis vuitton foundation frank gehry museum 
7380,10601,img/insta10601,je taime mon amour  💕  
7381,10604,img/insta10604,lanvin show glam make up hair 
7382,10605,img/insta10605,blonde book ends at the balmain after party 
7383,10606,img/insta10606,congrats on a fab show 
7384,10607,img/insta10607,after party look this all beaded fringe dress was insane 
7385,10611,img/insta10611,blonde hair dont care  👸  
7386,10612,img/insta10612,balenciaga show tonight 
7387,10613,img/insta10613,paris pandemonium 
7388,10614,img/insta10614,stay tuned 
7389,10615,img/insta10615,so lucky to have these fun new memories in paris 
7390,10616,img/insta10616,blonde at balmain 
7391,10617,img/insta10617,so i went platinum i have the best team thank you to for being my inspiration and introducing me to who cut my hair  put this team together thank you who dyed my hair  got this color in one try not an easy task 
7392,10618,img/insta10618,and so it beginsparis fashion week 
7393,10619,img/insta10619,anyone who knows me knows short nails are my thing but i had to try long nude nails for paris fashion week they might just stay 
7394,10621,img/insta10621,todays vibes 
7395,10624,img/insta10624,oh hi girls welcome to my world get the new update of my game and see 
7396,10625,img/insta10625,digital doll thanks ad week for recognizing my video game app for your mobile issue 
7397,10626,img/insta10626,my video game came to life 
7398,10627,img/insta10627,ad week cover loved shooting this thanks for make up for hair  for styling it in all 
7399,10628,img/insta10628,this sums up the night napa blurry photo booth 
7400,10629,img/insta10629,why are all of pics blurry from last night laughing out loud 
7401,10630,img/insta10630,happy birthday love you  🎉  🎂  🎈  why is your party in february when your actual bday is in december laughing out loud 
7402,10631,img/insta10631,getting tips from the man himself 
7403,10632,img/insta10632,im in love with the koko 
7404,10633,img/insta10633,kiki  koko adventures in napa 
7405,10634,img/insta10634,ummm what is he showing me laughing out loud 
7406,10635,img/insta10635,old school kimye 
7407,10636,img/insta10636,he got it on his wrists instead his mothers birthdate and norths birthdate in roman numerals 
7408,10637,img/insta10637,four in the mornin and hes zonin 
7409,10638,img/insta10638,happy birthday 
7410,10640,img/insta10640,27 mil thank you so much i love you all  😘  
7411,10641,img/insta10641,posing for bae  😍  this is what we do when were bored shopping and no ones around 
7412,10642,img/insta10642,waiting on bae shopping 
7413,10643,img/insta10643,last nights look jumpsuit choker by lucien campbell london alaia boots make up hair 
7414,10644,img/insta10644,giancarlo  you 
7415,10645,img/insta10645,k and tay and bae 
7416,10646,img/insta10646,ks and tay 
7417,10648,img/insta10648,late night studio support 
7418,10649,img/insta10649, 💋   i miss you 
7419,10650,img/insta10650,britt awards 
7420,10651,img/insta10651,i love that i got to introduce my husband and present my friend sam smith the global success award but 1st let me take a selfie 
7421,10652,img/insta10652,this performance of all day was so turnt  🔥  🔥  🔥  🔥  🔥  
7422,10653,img/insta10653,kanye performing all day with the squad at the brit awards such a sick performance  🔥  🔥  🔥  
7423,10654,img/insta10654,ugh i hate falling sleep with all of my make up on 
7424,10655,img/insta10655,congrats baby 
7425,10656,img/insta10656,bet honors is on tonight 98pm c 
7426,10657,img/insta10657,happy birthday daddy 
7427,10658,img/insta10658,thank you god for watching over us and keeping us safe  🙏  
7428,10659,img/insta10659,happy birthday to my bff love you 
7429,10660,img/insta10660,nighty night 
7430,10662,img/insta10662,emergency contact relationship to patient bff right 
7431,10663,img/insta10663,skiing sisters  🎿  🏂  
7432,10664,img/insta10664,instagramming from the slopes  🎿  🏂  
7433,10665,img/insta10665,i love this pic from yesterdays ralph lauren show and kanye meeting his fashion idol 
7434,10666,img/insta10666,i loved the simple glam from this day especially the new short hair 
7435,10667,img/insta10667,had to post this pic also bc this angle is everything 
7436,10668,img/insta10668,i never posted these pics during grammy weekend thank you for this insane red outfit 
7437,10669,img/insta10669,i love seeing these this side by side of north  i at the same age thanks to whoever made it 
7438,10670,img/insta10670,to working with my bestie 
7439,10671,img/insta10671,found this pic while unpacking its from 2006 in ibiza happy belated birthday 
7440,10672,img/insta10672,i love fan art this recreation of my love magazine cover is super dope thank you 
7441,10674,img/insta10674,too cute love your version of my vogue australia shoot 
7442,10675,img/insta10675,thank you for making this i love it xo 
7443,10679,img/insta10679,party time excellent 
7444,10680,img/insta10680,vic x kanye x sia = wolves snl 40 
7445,10681,img/insta10681,iconic moment kanye snl 
7446,10682,img/insta10682,does it get any cuter 
7447,10683,img/insta10683,last night wearing alexander wang head to toe i loved his show last night such a great collection 
7448,10684,img/insta10684,she makes him smilethank you for this outfit you made for north 
7449,10685,img/insta10685,kanye gave dave the shoes off his feet 
7450,10686,img/insta10686,chapelle show 
7451,10688,img/insta10688,vday love  💋  
7452,10689,img/insta10689, 💞  she loves her valentine s day present  💞  
7453,10690,img/insta10690,my valentine went to this morning to surprise a few fans with new pairs of one of the many reasons why i love him 
7454,10691,img/insta10691,sisters in the city 
7455,10692,img/insta10692,last night 
7456,10693,img/insta10693,yeezy vibes 
7457,10694,img/insta10694,yeezy x adidas 
7458,10695,img/insta10695,front page of stylecom 
7459,10696,img/insta10696,yeezy front row 
7460,10697,img/insta10697,playing around before the show starts 
7461,10699,img/insta10699,backstage at the yeezy show so proud of my baby this moment is here he has worked so hard on this collection adidas x yeezy kylie x kim x kanye x anna 
7462,10700,img/insta10700,my look for the yeezy show yeezy head to toe 
7463,10701,img/insta10701,last nights look calvin klein top  skirt givenchy coat manolo heels 
7464,10702,img/insta10702,on our way to our launch party 
7465,10703,img/insta10703,quick glam and a snuggle before event 
7466,10704,img/insta10704,todays look lanvin dress lanvin coat louboutin heels 
7467,10707,img/insta10707,wait what how hot are my sisters omg i needed to post some gorgeousness this morning  🔥  🔥  🔥  
7468,10708,img/insta10708,had to repost this pic from such a good performance this song is my current mood right now  😜  
7469,10709,img/insta10709,todays vibes faith connexion pants house of london top lanvin coat giuseppe zanotti boots 
7470,10710,img/insta10710,after the show its the after party loved visiting koko on the job 
7471,10711,img/insta10711,my baby went backstage to get ready to perform so i sat and posed 
7472,10712,img/insta10712,we seriously had a good time at the grammys 
7473,10713,img/insta10713,walking into the grammys last night thank you jean paul gaultier for this stunning couture gown and thank you balmain paris for kanyes look 
7474,10714,img/insta10714,paul mccartney x kanye west x rihanna performing four five seconds so proud to see my baby back on stage at the grammys after 6 years 
7475,10715,img/insta10715, 🎶  only one  🎶  at the grammys 
7476,10716,img/insta10716,i love my glam squad without them all of this isnt possible thank you i love you guys 
7477,10717,img/insta10717, these two 
7478,10718,img/insta10718,this is the beck won that award face 
7479,10719,img/insta10719,yeezy put me in charge of the fam distribution 
7480,10720,img/insta10720,i cut my hair short today 
7481,10721,img/insta10721,nothing butt prada 
7482,10722,img/insta10722,hope floats 
7483,10723,img/insta10723,casual stretch 
7484,10724,img/insta10724,locked inside a bedroom at motel 6 blasting madonna erotica on repeat and rolling around in a custom prada bodysuit at 2am 
7485,10725,img/insta10725,me  bae by the pool 
7486,10726,img/insta10726,not today 
7487,10727,img/insta10727,todays photo shoot vibes 
7488,10728,img/insta10728,im throwing this way the fuck back thursday 
7489,10729,img/insta10729, 🎹  🎤  👯  🐻   👑  my princess ballerina baby  🎹  🎤  👯  🐻  👑  
7490,10730,img/insta10730,morning piano session  🎹  
7491,10731,img/insta10731,my tiny dancer 
7492,10732,img/insta10732,lets go 
7493,10733,img/insta10733,love  light 
7494,10734,img/insta10734,at the zoo with my boo and my baby boo 
7495,10735,img/insta10735,before the super bowl we took a trip to the zoo  🐷  🐼  🐘  🐒  
7496,10736,img/insta10736,i took this pic in thailand last year get more exclusive pics at kimsdatastashcom 
7497,10737,img/insta10737,love this pic from kanyes performance in phoenix over the weekend at the direct tv party 
7498,10738,img/insta10738,i have something special for you guys go to kimsdatastashcom link in my bio 
7499,10739,img/insta10739,who just saw my tmobile commercial so exciting  🏉  📹  
7500,10740,img/insta10740,finishing touches by my new make up artist 
7501,10741,img/insta10741,mommy getting ready for the super bowl 
7502,10742,img/insta10742,really though 
7503,10743,img/insta10743,last nights glam 
7504,10744,img/insta10744,about last night 
7505,10745,img/insta10745,double date at the waffle house 
7506,10746,img/insta10746,its going upon a saturday  🔼  
7507,10747,img/insta10747,my snuggle bear 
7508,10748,img/insta10748,i dont know if shes annoyed with my million daily kisses or my alien face  👽  👄  
7509,10750,img/insta10750,yesterdays vibes cline coat i sewed on a vintage fur vintage alaia bodysuit balmain skirt guiseppe zanotti boots 
7510,10752,img/insta10752,i know im not the only one 
7511,10753,img/insta10753,cause youre all i need  🎶  
7512,10754,img/insta10754,we sang all night long  🎶  
7513,10755,img/insta10755,sam smith concert 
7514,10756,img/insta10756,kim x shelli x sam 
7515,10757,img/insta10757,our kardashian beauty hair products have launched go to ultacom loving all of your feedback so far we worked so hard on this and i know you will all love it xo 
7516,10758,img/insta10758,last nights look kardashian kollection grey top and skirt lanvin coat saint laurent pumps glam 
7517,10759,img/insta10759,last night dinner with the lord 
7518,10761,img/insta10761,sammy  💙  🎶  
7519,10762,img/insta10762,todays essentials 
7520,10764,img/insta10764,thats a wrap 
7521,10766,img/insta10766,break time 
7522,10767,img/insta10767,olivier x kanye x kim 
7523,10768,img/insta10768,this shoot was so much fun getting to work with my husband and my good friend  how did i get so lucky 
7524,10769,img/insta10769,almost ready 
7525,10771,img/insta10771,we were making it fit 
7526,10772,img/insta10772,hes happy about this look  😍  
7527,10773,img/insta10773,fitting with 
7528,10774,img/insta10774,always on my phone 
7529,10775,img/insta10775,then things got really serious 
7530,10776,img/insta10776,here are some behind the scenes of our balmain ad campaign shoot in nyc this is me  discussing some looks before the hair  make up began 
7531,10777,img/insta10777,this was probably my most fun interview for thank you i really hope our jokes come out normal when seen on paper laughing out loud 
7532,10778,img/insta10778,bye dc 
7533,10779,img/insta10779,need to do a contour tutorial with mario soon 
7534,10780,img/insta10780,when kylie texts me saying she loves my look last night i know ive made it laughing out loud this post is for her for the glam breakdown go to 
7535,10781,img/insta10781,thank you  for this amazing dress 
7536,10782,img/insta10782,i wish this pic wasnt blurry 
7537,10783,img/insta10783,tonights glam make up hair 
7538,10784,img/insta10784,family first 
7539,10786,img/insta10786,best 24 hr ski trip with 8 couples all my best friends from childhood nope they wont let me tag them or name them i respect their privacy by just posting a pic laughing out loud 
7540,10788,img/insta10788,skiing with my   🏂  🎿  
7541,10790,img/insta10790,my friends made me wear a helmet skiing and i was not happy about it but feel its more safe and im into it now if you cant tell 
7542,10791,img/insta10791,how cute is this thank you 
7543,10792,img/insta10792,was trying to take a selfie  📷  💣   💇  
7544,10793,img/insta10793,kourtney kim  khloe take the hamptons get the new update now 
7545,10794,img/insta10794,6 year old kimmie vs 30 year old kimmie 
7546,10795,img/insta10795,ice skating was my thing 
7547,10796,img/insta10796,since its award season i will do my to the time kourtney and i went to the emmys she was pregnant and i was about 15 to 20 pounds thinner 
7548,10797,img/insta10797,this guy is so weird 
7549,10798,img/insta10798,ready for my close up 
7550,10799,img/insta10799,glam team tag team 
7551,10800,img/insta10800,a little no make up selfie getting my nails did  💅  
7552,10801,img/insta10801,i love this shot from my shoot we did hardly any make up or hair i love this simple natural shoot 
7553,10802,img/insta10802,me for vogue 
7554,10803,img/insta10803,today was such a fun special day i flew to new york to surprise my make up artist of 7 years entire master class by being marios model for his make up seminar i loved meeting everyone and getting some good make up tips 
7555,10804,img/insta10804,casual sunday with my bff 
7556,10805,img/insta10805,mercer morning  
7557,10806,img/insta10806,i truly am so honored to have worked with one of style icons fashion director for this cover for and shoot in one of my favorite places in the world australia thank you gilles bensimon for these gorgeous pics cant wait to see the rest out monday 
7558,10807,img/insta10807,heres the 1st look of my february cover with australian vogue out monday 
7559,10809,img/insta10809,love my look last night 
7560,10810,img/insta10810,last nights look a pierre balmain dress from years ago costume national cummerbund balmain blazer and kanye west heels these are samples from his 1st fashion show kanye is wearing balmain 
7561,10811,img/insta10811,nyc nights 
7562,10812,img/insta10812,happy birthday 
7563,10813,img/insta10813,nyc  glam today  💇  💄  
7564,10814,img/insta10814,this givenchy look could possibly be my favorite look of 2014 
7565,10815,img/insta10815,working with was so crazy for me we shot for 3 days straight at a motel in la one night til 4am dressed me in all vintage and custom and bleached my brows cant wait for you to see 30+ page spread with steven klein for love magazine 
7566,10816,img/insta10816,good night 
7567,10817,img/insta10817,video game kinda night with  🎮  
7568,10818,img/insta10818,love this side by side of me when im 7 and me now 
7569,10819,img/insta10819,im not sure who made this but i love these side by side pics this is me on the right as a baby and north on the left 
7570,10820,img/insta10820, 🎵  🎶  remember who you areno youre not perfect but youre not your mistakes  🎵  🎶   kanye only one 
7571,10821,img/insta10821,everyone asks me what my favorite kanye song is its only one kanye felt like his mom was singing thru him to our daughter this song makes me cry every time i hear it he releases it at midnight tonight on itunes only one by kanye west featuring paul mccartney photo by inez and vinoodh 
7572,10822,img/insta10822,see i do smile even laugh on occasion not too often though because it causes wrinkles 
7573,10823,img/insta10823,sisters bffs for life 
7574,10824,img/insta10824,happy holidays  the wests 
7575,10825,img/insta10825,3 generations  
7576,10826,img/insta10826,my best friend 
7577,10827,img/insta10827,i have so many cute pics to post but so slow this weekend enjoying the fam and relaxing but will post one before bed of me kenny  nori 
7578,10828,img/insta10828,north is still warming up to santa  🎅  the same santa has come to my moms christmas eve party since i was a kid i love sharing the tradition with my baby girl hope everyone had the best christmas  🎄  
7579,10829,img/insta10829,merry christmas  🎅  🎄  
7580,10830,img/insta10830,love this pic from our balmain shoot thank you and for your vision 
7581,10831,img/insta10831,im so proud of our new balmain campaign shot by thank you  pascal dangin for your vision hair by bob recine make up by lucia pieroni 
7582,10832,img/insta10832,balmain springsummer 2015 campaign 
7583,10834,img/insta10834,yesterdaytrying to pick out an outfit struggle 
7584,10835,img/insta10835,7 year old kimberly 
7585,10836,img/insta10836, 💋  dinner in the valley with  💋  
7586,10838,img/insta10838,this was an adventure try getting 5 kids to look and smile 
7587,10839,img/insta10839,disney on ice 
7588,10840,img/insta10840,shes ready 
7589,10841,img/insta10841,happy birthday to the lego master mason you are so big i cant take it you are my everything i love you so much 
7590,10842,img/insta10842,tonight was fun 💃  💃  💃  thank you 
7591,10843,img/insta10843,if i cant see you this guy will do 
7592,10844,img/insta10844,thank you time magazine for recognizing my character in the kim kardashian hollywood game as the most influential character of 2014 after elsa from frozen 
7593,10845,img/insta10845,fun times with at her 1st annual diamond ball 
7594,10846,img/insta10846,last nights look at rihannas diamond ball balenciaga make up hair 
7595,10847,img/insta10847,im so into this olive green color for fall lanvin coat kardashian kollection dress 
7596,10848,img/insta10848,yesterdays glam bronzy make up sleek center part 
7597,10849,img/insta10849,birthday celebration for love you  💎  🎂  
7598,10850,img/insta10850,nyc nights with my bff 
7599,10851,img/insta10851,last nights glam 
7600,10852,img/insta10852,was such an honor to give my dear friend bruce webber the artists ending aids award at the acria foundation event the fight is not over so many young people get infected every day so please educate yourself to stop this awful disease 
7601,10853,img/insta10853,last night with  bruce webber 
7602,10854,img/insta10854,love this look glam 
7603,10855,img/insta10855,i wore this look the other night on my date night got this dress online for 19 and put my fave max mara coat on top for nyc i really wanted an all creamy camel moment but the wind didnt allow for this laughing out loud 
7604,10856,img/insta10856,its a family affair so excited you can now play with all of us now  
7605,10857,img/insta10857,these are some items im selling on ebay theres only 1day left to bid httpstoresebaycomkimsaprincess 
7606,10858,img/insta10858,look who just joined kim kardashian hollywood kourtney  khloe will be joining my mom  i in the new update 
7607,10861,img/insta10861,tonights look j mendel skirt mugler top tom ford heels 
7608,10862,img/insta10862,miami crew 
7609,10863,img/insta10863,thank you paper magazine for the best dinner party at art basel 
7610,10864,img/insta10864,north  sofia take miami 
7611,10865,img/insta10865,another fun annual all girls party  🎄  🎅  
