Sr No,Image File,Caption
23647,img/insta23647,Miami agrees w me... #sunshine #happy #music #singing #spanishalbumcomingsoon #El #UnPoquitodetuAmor #QueSeJodan
23648,img/insta23648,Oooohhh yeaaaahhhh... #coconutsandwich #mybabies #LOVE
23649,img/insta23649,Respect and love to all those who marched today! #womansmarch #todaywestoodup #proudtobeawoman
23650,img/insta23650,The sun came out eventually...always does...☀️
23651,img/insta23651,Mood on a rainy day...☔️
23652,img/insta23652,"A storm is coming...
#HarleeSantos #ShadesOfBlue #March5 #NBC"
23653,img/insta23653,#cantstopwhatwontstop #nevergiveup #neversettle #keepushing  #keepgrowing #Ihaveadream #inspiration #martinlutherkingjr
23654,img/insta23654,If you had my love... #AllIhave #Vegas #backinfebruary2017
23655,img/insta23655,#dayonelove #shegotmybackalways
23656,img/insta23656,Look what I woke up to!! #yassssqueen #blackandgold #mimosasinbed #QueenBeezy #besties #rideordiechick #familia #loveher
23657,img/insta23657,Winter white
23658,img/insta23658,Today was a good day... #bossmode #carselfie #RRseries #gratefulgirl #gratefuleverydamnday🙏🏻
23659,img/insta23659,Meet our beautiful host... @jennaldewan #WORLDOFDANCE  #dancelife #comingsoon #NBC #1millionreasons to show up
23660,img/insta23660,Introducing #WORLDOFDANCE @neyo @derekhough and joining our lil family the lovely @jennaldewan #comingsoon #NBC
23661,img/insta23661,Buenas Noches amores 💋
23662,img/insta23662,TOMORROW! #NBCNYE #2017
23663,img/insta23663,#wintervibes #versace
23664,img/insta23664,Focused... #christmasshopping #powershop #onthehunt #getitdone #merrychristmas #grateful #iamsantaclause
23665,img/insta23665,After show w the team!! #familiaforrealz #ALLIHAVE #jlovegas #weinthistogether #LOVE
23666,img/insta23666,Mood #Ilovemylife and the people in it! #friends #familia #LOVE
23667,img/insta23667,Harlee is back! So excited for you guys to see #ShadesofBlue Season 2! #March5th
23668,img/insta23668,#letsgetit #ALLIHAVE  @nappytabs @kaybismee @jlodancers #jlovegasfamilia #jlovegas
23669,img/insta23669,Congratulations @donatella_versace on your new book! I absolutely love it! 😘
23670,img/insta23670,Washing off Harlee getting ready for Vegas... #ALLIHAVE  #shadesofblue #onedayleft  #headedhomesoon
23671,img/insta23671,I ❤️️❤️️❤️️❤️️❤️️ THIS FACE #mybaby #coconut #marshmallowprincess #lulu
23672,img/insta23672,#Mood.  #miamimakesmehappy
23673,img/insta23673,Me and lil lulu ... #mommydaughtermoments #emme #LOVE
23674,img/insta23674,Thankful for all of YOU!! Ok...nite nite. #Thanksgiving #sleepytime #besos 💋
23675,img/insta23675,The perfect turkey!! #daddysturkey #PuertoRicanThanksgiving #Thanksgiving #thankful
23676,img/insta23676,Getting things ready for #Thanksgiving... So much to be grateful for!!! #alwaysbethankful
23677,img/insta23677,"How you doin'  #HappyBirthdayElaine 
#familia #LOVE"
23678,img/insta23678,Me and #GiuseppeZanotti in @harpersbazaarus with our collaboration for @giuseppezanottidesign #GiuseppeXJennifer 📷: @markseliger
23679,img/insta23679,#HarLo  Friday night feeling... #itsbeenalongweek  #letsgetit
23680,img/insta23680,#loveyourselffirst #feelingempowered👑  #healthybodyhealthymind
23681,img/insta23681,Me...doing what I love... #HarleeSantos #shadesofblue #BTS #grateful
23682,img/insta23682,HAPPY HALLOWEEN 👻🎃
23683,img/insta23683,And I never forget my girls!! #demmylilbabies #girlsneedlotsoflove #ilovethemsomuch
23684,img/insta23684,Me and my babies...❤️️💋
23685,img/insta23685,Fall but feels like winter
23686,img/insta23686,Cozy sweater moment... #autumn
23687,img/insta23687,#believe #trust #love
23688,img/insta23688,BTS on #shadesofblue Ready to knock down your doorzzzz  #playingcopsandrobbers w @dreadematteo @vincentlaresca
23689,img/insta23689,Good morning or good night! Depending where u are...💋
23690,img/insta23690,Don't be afraid to go thru the forrest...❤️️
23691,img/insta23691,"The lovely @carolebayersager book is out!! Amazing woman, artist and story. Check it out!"
23692,img/insta23692,Hope everyone had an amazing Saturday night!! Time for sleepy sleepy... 💤🌟🌛💫💋
23693,img/insta23693,Feeling peaceful...❤️. now back to the shootout!! Lol... #shadesofblue #harlee #harleehair #letsgetit
23694,img/insta23694,Back at it!! #setlife #workflow #letsgetit
23695,img/insta23695,Sometimes late at night.... #weareallhuman #Imjustagirl #butalsoasuperwoman #tomorrowisanewday #igotthis
23696,img/insta23696,People en Espanol 20th Anniversary!! A la venta ahora!!! #aniversario #20anos!!
23697,img/insta23697,Can't wait for tonight's episode of THIS IS US. Love this show! #ThisIsUs @nbcthisisus
23698,img/insta23698,Saturday night selfie...
23699,img/insta23699,Me and my baby
23700,img/insta23700,"Música Nueva! #JLoxMagnusxSonyLatin
Read about it here: http://www.billboard.com/articles/columns/latin/7533475/jennifer-lopez-spanish-album-marc-anthony-executive-producer"
23701,img/insta23701,Somethings coming...guess what??#shadesofblue  #season2 #justwait
23702,img/insta23702,Ok good night...✨
23703,img/insta23703,Me and my girlie @1maryphillips  #missedhersomuch
23704,img/insta23704,The gangs all here... #family #reunitedanditfeelssogood #doingwhatwedo #bestinthebiz #dontactlikeuforgot #LOVE  #LotsofLols
23705,img/insta23705,Get Ready to DANCE!! Get #onthefloor #ifyoureananimalkillitonthefloor #lettherhythmchangeyourworldonthefloor #letsgetit
23706,img/insta23706,Me and this beautiful princess #Emme #coconuts #moments #LOVE
23707,img/insta23707,Miami studio vibes... #moments #music #amor
23708,img/insta23708,Me and the brilliant @kanygarcia  Yo y la talentosa @kanygarcia  #funtimes #musica #amor #amigas
23709,img/insta23709,SMILE! Its Friday!!!! #behappywithyourself #love #tgifriday
23710,img/insta23710,#TBT to the video shoot of #imintoyou #ivefallenandIcantgetup #robertocavalli #williamlevy #funtimes #mexico
23711,img/insta23711,In my element... #letsgetit
23712,img/insta23712,In memory of... #911 #NYC #mycity #neverforget #bronxgirl #nomatterwhereigoiknowwhereicamefrom
23713,img/insta23713,This was a #GlamSummer ☀️💄🌴 #SpreadLove #jlo4loreal
23714,img/insta23714,Fighting the good fight.... #neverstopfighting #Harleesback #shadesofblue #season2
23715,img/insta23715,#BTS #SHADESOFBLUE @dayookeniyi @hamptonfluker @ginoanthonypesi
23716,img/insta23716,Baby hairs on fleek #bronxgirl #puertoricangirl #samegirl #vmas
23717,img/insta23717,#vmas #epicrecords after party in @balmain
23718,img/insta23718,Jump!  #mondaymotivation from @leahremini  #justdoit #nofear #gangstashit
23719,img/insta23719,Epic party w my twin @egt239 #loveher
23720,img/insta23720,About last night
23721,img/insta23721,Me and my Lynnie... Happy Birthday Lucie!!!!
23722,img/insta23722,Always fun sharing the stage w this one... @marcanthony #NoMeAmes #radiocitymusichall #familia
23723,img/insta23723,@egt239 i think this is what you meant to post... Ha. #protectyourheart #shadesofblue #setlife
23724,img/insta23724,Here's to the weekend!!! #thankugod🙏
23725,img/insta23725,No I did not... #leoseason #LEO #thebestisyettocome #letsgetit #LOVE #blazingmyowntrail #inmyownlane #somuchmoretodo
23726,img/insta23726,Here we goooo...
23727,img/insta23727,Get ready for a pool party w/ @lorealmakeup #Glamsummer #jlo4loreal
23728,img/insta23728,In my @rdrothcollection coat!! .  Thank You @ireneroth  #fashion
23729,img/insta23729,"Me and Giuseppe!!! Soft, beautiful and sexy!! @giuseppezanottidesign #shoes #art #fashion #comingsoon #GiuseppeXJennifer"
23730,img/insta23730,@vodkabeluga #VodkaBeluga 📷: @denisetruscello
23731,img/insta23731,A night to remember...🌟 📷: @denisetruscello
23732,img/insta23732,Thank you @zuhairmuradofficial @zuhairmuradprivate for always making me feel amazing!! #birthdaysuit
23733,img/insta23733,About last night... Pre birthday turn up!! @balmain 📷@walik1
23734,img/insta23734,Takin' it Back to the Bronx.... #allIhave #axis #music #love #dance #planethollywood
23735,img/insta23735,Back in #Vegas tonight to give you #ALLIHave  #AXIS #planethollywood #love #music #dance #lovemaketheworldgoround
23736,img/insta23736,Happy belated Birthday to my loved one @j_r_o_s  #familia #ALLIHave #love
23737,img/insta23737,Happy Saturday everyone. #spreadlove #lovemaketheworldgoround
23738,img/insta23738,#LoveMakeTheWorldGoRound Available TONIGHT (9pm PDT/ 12am EDT) on @itunes benefiting #somosorlando❤️💛💚💙💜 #Loveisloveisloveislove #LinManuelMiranda
23739,img/insta23739,#LoveMakeTheWorldGoRound Available TOMORROW 9pm PDT/ 12am EDT on @itunes #Loveisloveisloveislove #LMTWGR
23740,img/insta23740,Time for a good sleep...Goodnight everybody!!! 🌙🌟❤️💋
23741,img/insta23741,#loveisloveisloveisloveisloveislove #LoveMaketheWorldGoRound.  #JLin
23742,img/insta23742,Happy Pride Day #NYC #LoveMaketheworldGoRound #LOVE #loveislove  #weareone #loveallwaysandalways
23743,img/insta23743,#StopTheViolence @billboard
23744,img/insta23744,Thank u Fendi for the amazing glasses!! #Fendi #glamour #fashion #orangesherbert  #summer
23745,img/insta23745,Unconditional #happyfathersday #daddy #daddysgirl #alwaysthere #alwayscares #LOVE #truelove
23746,img/insta23746,Harlee's baaaaccck... #shadesofblue #season2 #HarleeSantos #NBC
23747,img/insta23747,#LOVE! @artofrad Thank you...:) #jlovegas #AllIhave
23748,img/insta23748,#FACE #ALLIHAVE #AXIS #jlovegas #planethollywood
23749,img/insta23749,@teraperez love you sweetpea #happybirthday
23750,img/insta23750,By the pool for my girlie Tera's Bday!! #familia #lasvegas #AllIHave
23751,img/insta23751,#LuckyToHaveTheseCurves tanks are selling out fast! Link in my bio to purchase! #AintYourMama #JLoVegas
23752,img/insta23752,#CarnivalDelSol is this Sunday @DraisLV Beachclub. Don't miss the party! Tickets: bit.ly/jlo529 #JLoVegas
23753,img/insta23753,"#AlliHave
📷: @lacarba"
23754,img/insta23754,Last Night! #JLoVegas #AlliHave 📷: @lacarba
23755,img/insta23755,Thanks @hollywoodreporter. #ShadesOfBlue #FYC #THRroundtables
23756,img/insta23756,Thanks soooo much for the cool art work!!!! @Papergrenade
23757,img/insta23757,Check out @jennifernettles new album and listen to our song #MyHouse...#JLoCountry
23758,img/insta23758,1 Hour Until I'm LIVE On Facebook. See You Soon! #AintYourMama
23759,img/insta23759,My lil princess coconut... #mothersday #mygreatestlove #mydaughter #meandmaxandemme #aportraitofus #lifeisperfect
23760,img/insta23760,Lol yes mama!! #familia #love #aintyourmama
23761,img/insta23761,#aintyourmamavideoonvevo #BTS #therevolutionhasbegun #respect #consideration #LOVE
23762,img/insta23762,Happy Friday!! #AintYourMama Video Is On @vevo NOW!! Link To Download Single In Profile.
23763,img/insta23763,"Happy sunny day!! Are you guys ready for 
#aintyourmama video!!??"
23764,img/insta23764,#aintyourmama  #video #comingsoon
23765,img/insta23765,My idea of a Perfect afternoon... #snuggles #coconuts #LOVE
23766,img/insta23766,Thank you #Deadline #shadesofblue #harleesantos
23767,img/insta23767,Shocked and soooo sad!! #RIP PRINCE #music #legend #gonetoosoon
23768,img/insta23768,@badgalriri Thank you soooomuch for these incredibly sick ass boots!! #Rihanna #manolos #loveher #thebaddest
23769,img/insta23769,"I Ain't Gon Be Cooking All Day #AintYourMama on @applemusic, @spotify And @amazonmusic Now!"
23770,img/insta23770,@wmag May Cover! Such a fun shoot. #WMagazine #May2016 #JLoVegas #ShadesOfBlue #AintYourMama
23771,img/insta23771,I Ain't Gon Be Cooking All Day #AintYourMama #IdolFinale
23772,img/insta23772,🏄☀️😎🌴🎤 #Summer2016Anthem #AintYourMama on iTunes NOW and Streaming on Spotify! #AppleMusic #Spotify #MeghanTrainor #EpicRecords
23773,img/insta23773,We are here!! This is it... #happyandsad #Familia #idolfinale #americanidolfinale
23774,img/insta23774,Happening TONIGHT on the @americanidol FINALE! First performance of #AintYourMama. Get Ready!!
23775,img/insta23775,#AintYourMama available NOW on iTunes!! Click link in bio to purchase! @applemusic
23776,img/insta23776,#AintYourMama TOMORROW on iTunes!!!#NewSingle @applemusic
23777,img/insta23777,Great talk w this talented lady @felicityhuffman #VarietyStudios #ActorsonActors
23778,img/insta23778,"Let's do this. 
#ShadesOfBlue #ShadesFinaleDay"
23779,img/insta23779,Jennifer x2!!! Great afternoon with this amazing artist!!! #JenniferNettles #staytuned  #myhouseisyourhouse #micasaestucasa
23780,img/insta23780,Season Finale TOMORROW Night! #ShadesOfBlue #YouAintSeenNothingYet
23781,img/insta23781,#CARPOOLKARAOKE TONIGHT! You don't want to miss this! @latelateshow
23782,img/insta23782,Stylists of the year... @robzangardi @marielwashere
23783,img/insta23783,Hello Lovers... HappySunday!!
23784,img/insta23784,@yazzthegreatest #americanidolthefarewellseason
23785,img/insta23785,#theperfectmatchmovie in theatres tonight March 11!! Fun movie Starring @iamterrencej @beaucaspersmart GO SEE IT!!
23786,img/insta23786,Love this dress @faustopuglisi_wow
23787,img/insta23787,On Thursdays we wear pink #ThursdaysWithJen #IdolTop6 #Americanidolthefarewellseason #ShadesOfBlue @rvmphotos
23788,img/insta23788,Glam by @lorenzomartinjr @1maryphillips @robzangardi @marielwashere @tombachik #FilmMagic
23789,img/insta23789,#ShadesOfBlue party form the #IdolLive trailer #ThursdaysWithJen @dayookeniyi @dreadematteo @egt239 @sarahmjeffery @vincentlaresca
23790,img/insta23790,Live #americanidolthefarewellseason  #itsgoingdown
23791,img/insta23791,Heading Back Home! New Record Deal! @la_reid @epicrecords
23792,img/insta23792,@latenightseth thanks for having me! Don't miss it! Talking #ShadesOfBlue #JLoVegas #Americanidolthefarewellseason
23793,img/insta23793,SHADES Of JLo #wwhl @bravoandy
23794,img/insta23794,Hangin with this guy! @bravoandy #wwhl
23795,img/insta23795,Hello... #CAAparty #Oscarweekend  #bronxgirl doing #hollywoodishh #goodtimes
23796,img/insta23796,Looks of the first week's live shows...#idollive #IdolTop10 @robzangardi @marielwashere @lorenzomartinjr @tombachik @1maryphillips
23797,img/insta23797,Guest judge!! @kelly_clarkson LOVE HER!!!
23798,img/insta23798,Gotta get it in... #workinonmyfitness #gymtime #cardio #thereIamwithnomakeupagain! Lol
23799,img/insta23799,Hanging w this loca... @egt239 #partnerincrime #shadesofblue #askjlo
23800,img/insta23800,Harlee and Nava #shadesofblue #askjlo  @ginoanthonypesi
23801,img/insta23801,Love this one... @dreadematteo  #shadesofblue #askjlo
23802,img/insta23802,Look who I'm hanging out with in LA!  Don't miss it TONIGHT!
23803,img/insta23803,HAPPY VALENTINES DAY ❤️💋 @endlessjewelry
23804,img/insta23804,Excited about TONIGHT'S #IdolTop24 performances!
23805,img/insta23805,Great night!!! #ALLIHAVE #JLoVegas  Thanks to everyone who came out!!! #Illbeback #seeyouinMay
23806,img/insta23806,SHOWtime #JLoVegas #AlliHave
23807,img/insta23807,BIG NIGHT! We reveal the #IdolTop24 on FOX!
23808,img/insta23808,NEW episode TONIGHT! Don't miss it! #ShadesOfBlue
23809,img/insta23809,Get ready for more #HOLLYWOODWEEK TONIGHT on FOX! #Americanidolthefarewellseason #idol
23810,img/insta23810,#AlliHave GLAM #JLoVegas
23811,img/insta23811,ALL. I. HAVE. #JLoVegas
23812,img/insta23812,This lil cutie came to my show tonight... @milano_alyssa #ALLIHAVE #JLoVegas #theglamorouslife
23813,img/insta23813,Getting #AlliHave Ready! @lorealparisofficial #JLoVegas
23814,img/insta23814,Watch! New episode starts NOW! #ShadesOfBlue 
23815,img/insta23815,Hollywood week continues... #americanidol #americanidolthefarewellseason 
23816,img/insta23816,#ALLIHAVE #JLoVegas #ifyouhadmylove #theglamorouslife 
23817,img/insta23817,NEW episode TONIGHT! #ShadesOfBlue 
23818,img/insta23818,Thank you everyone for a phenomenal show tonight!#JLoVegas #ALLIHAVE #grateful 
23819,img/insta23819,TONIGHT = #HOLLYWOODWEEK #idol 
23820,img/insta23820,Throwback to opening weekend w @princeroyce  #ALLIHAVE #JLoVegas #JENuary #familia 
23821,img/insta23821,Happy Birthday to our Benny!!! #JLoVegas #ALLIHAVE  #familia
23822,img/insta23822,Show #3 Tonight! #JLoVegas #AlliHave  #TheBronx #NYYankees 📷 by @lacarba
23823,img/insta23823,#AlliHave after party w/ @rayliottaofficial. So much fun! Watch us on #ShadesOfBlue TONIGHT!
23824,img/insta23824,New Episode Tonight! Don't Miss it! #ShadesOfBlue 
23825,img/insta23825,What a night! #AlliHave #JLoVegas 
23826,img/insta23826,It's just about time! Make sure you come see me in Vegas! #AlliHave #JLoVegas 
23827,img/insta23827,TONIGHT! Are you ready!? #JLoVegas #AlliHave 📷 by @lacarba
23828,img/insta23828,Final Stretch! One more day until #AlliHave #JLoVegas 📷 by @lacarba
23829,img/insta23829,Are you ready? #JLoVegas #AlliHave #OpensJanuary20th #JENuary 📷 Cred: @lacarba
23830,img/insta23830,We're here! It's on! #JLoVegas #AlliHave #OpensJanuary20th #JENuary 
23831,img/insta23831,Don't miss it! #ShadesOfBlue #NBC 
23832,img/insta23832,Don't miss it! Watch #ShadesOfBlue with me tomorrow! 
23833,img/insta23833,Hello world...:) Today at TCA's for #shadesofblue #nbc 
23834,img/insta23834,Auditions continue tonight on FOX! Watch #idol with me. #JENuary 
23835,img/insta23835,The girls and the globe!! Congrats Gaga! #goldenglobes #CAA #afterparty #katehudson #ladygaga #jlo
23836,img/insta23836,Just about ready... @beaucaspersmart
23837,img/insta23837,Partners in crime #shadesofblue #americanidol @ryanseacrest
23838,img/insta23838,Let us eat cake! Premiere party with the  brilliant cast of #ShadesOfBlue
23839,img/insta23839,Hope you're watching with us!! #ShadesOfBlue #Premiere
23840,img/insta23840,It's almost time. You don't want to miss it! #ShadesOfBlue #TonightAt10pm #NBC #JENuary
23841,img/insta23841,It's here. TONIGHT! #Americanidolthefarewellseason #JENuary
23842,img/insta23842,Only 3 more days left until #ShadesOfBlue #PremieresJanuary7th #JENuary
23843,img/insta23843,TOMORROW. You don't want to miss it!#Americanidolthefarewellseason #JENuary
23844,img/insta23844,Favorite part of the day! #sleepyboy #coconuts #babylove #mamashome
23845,img/insta23845,January 7th at 10 pm on NBC  #shadesofblue #JENuary
23846,img/insta23846,Aaaand back to work.... Bye Miami Hello #JENuary
23847,img/insta23847,Welcome to #JENuary  #shadesofblue #americanidolthefarewellseason #jlovegas #ALLIHAVE  literally! Lolol
23848,img/insta23848,Instyle out now!!!
23849,img/insta23849,January 1 2016
23850,img/insta23850,2016 #Valentino
23851,img/insta23851,Happy New Years!!!
23852,img/insta23852,@instylemagazine February Cover- Hits Newsstands on January 8th! #ShadesOfBlue #JLoVegas #AlliHave #AmericanIdol
23853,img/insta23853,Early look at the January cover of American Way Magazine! #JLoVegas #AlliHave #ShadesOfBlue #AmericanIdol
23854,img/insta23854,ONE week from today! #IdolPremiere January 6 on FOX. #FarewellSeason
23855,img/insta23855,Hello... Its me...
23856,img/insta23856,"@tvguidemagazine Cover!
#ShadesOfBlue #PremieresJanuary7th"
23857,img/insta23857,Me and my lil man #coconuts #love #life
23858,img/insta23858,Mommy and me #christmastime
23859,img/insta23859,People en espanol #jlovegas
23860,img/insta23860,Aqui esta...People en Espanol!!! Gracias!!!
23861,img/insta23861,Me and the boys #americanidol #thefarewellseason #January6  @ryanseacrest @harryconnickjr @keithurban
23862,img/insta23862,❤️ #family #bestinthebiz #myclique #youalreadyknow
23863,img/insta23863,These two at it again!! #christmastime #holidayspirit #Emmeisreadytoparty #Maxisreadytogoshopping #coconutchristmas
23864,img/insta23864,ONE MONTH until premiere night!! #ShadesOfBlue #PremieresJanuary7th #NBC
23865,img/insta23865,Good night everyone...
23866,img/insta23866,Well hello there... #beenbusy #butstillhere #love #jlovegas #shadesofblue #americanidol
23867,img/insta23867,Going to give Vegas #AlliHave !! #JLoVegas  #January20th @phvegas
23868,img/insta23868,Gettin it #AMAs
23869,img/insta23869,Fave pic!!!
23870,img/insta23870,Me and my lil man Max backstage at #AMAs
23871,img/insta23871,On my way to the stage... More #bts  #AMAs
23872,img/insta23872,Me and the loved ones... #AMAs afterparty @beaucaspersmart @ddlovato @wilmervalderrama @nickjonas
23873,img/insta23873,Prayer circle right before we went on... #bts #AMAs #mytribe
23874,img/insta23874,BTS #AMAs
23875,img/insta23875,Having a laugh w @macklemore BTS #AMAs
23876,img/insta23876,The entire evening! #JLoAMAs #hostesswiththemostess
23877,img/insta23877,Hope you enjoyed the party 😉 #JLoAMAs #AMAs #JLoVegas #AlliHave
23878,img/insta23878,It's. About. To. Go. Down. #hostesswiththemostess #JLoAMAs #AllIHave #JLoVegas
23879,img/insta23879,Day 2 the #dressingroomseries #americanidol
23880,img/insta23880,After work
23881,img/insta23881,Another day at the office with my team. @robzangardi @1maryphillips @lorenzomartinjr @trios22
23882,img/insta23882,Mood #rehearsalgotmelike #inthezone #excited #dance #music #sexy #jlovegas #AMAs
23883,img/insta23883,Miami moments!! My loves! @beaucaspersmart @trios22 @lacarba
23884,img/insta23884,See the full trailer TOMORROW exclusively on my Facebook page! #ShadesOfBlue
23885,img/insta23885,Marie Claire UK edition! On stands now! #december2015
23886,img/insta23886,DRESSED TO KILL
23887,img/insta23887,Haute couture skeleton @alexfaction
23888,img/insta23888,Happy halloween ...
23889,img/insta23889,Con @wisin en #madisonsquaregarden  #megaton2015 #Familia
23890,img/insta23890,Happy Birthday!! @theywantca so great to meet you today!!!
23891,img/insta23891,CAN'T WAIT!!! I'm Hosting AND Performing @theamas Nov 22nd on @abcnetwork !!#amas
23892,img/insta23892,Everybody!!! If you havent already... GO GET THIS ALBUM its...🔥🔥🔥🔥 @ddlovato  #CONFIDENT
23893,img/insta23893,Supporting #BarryLevinson #rockthekasbahpremiere  w/ @beaucaspersmart  @egt239
23894,img/insta23894,Late nights in NY on #ShadesofBlue
23895,img/insta23895,Last audition city of AMERICAN IDOL ever!!! #SanFrancisco #bittersweet
23896,img/insta23896,#TBT to the @unfoundation Gender Equality Event in NYC w/ the inspiring @queenrania
23897,img/insta23897,@lorealparisofficial #pinkobsession #colorriche
23898,img/insta23898,Love this.
23899,img/insta23899,A closer look...;)
23900,img/insta23900,Another Sunday at the Idol office #AmericanIdol #thierrymugler @1maryphillips @robzangardi @lorenzomartinjr Photo Cred: @michaelbecker88
23901,img/insta23901,Hello world #IHeart U
23902,img/insta23902,Thanks for the suite @riovegas. This place is amazzzing!!! #AnthologySuites
23903,img/insta23903,Had the best time last night!! Can't wait to give you #AlliHave !!! #JLoVegas
23904,img/insta23904,#AlliHave #JLoVegas
23905,img/insta23905,Getting ready to hit the stage!!! #iheartradio #jlovegas
23906,img/insta23906,Getting ready for tonight! Can't wait!!!!! #iheartradio #rehearsals #jlovegas
23907,img/insta23907,Mood #alwaysrunning #determined  #inaracewithmyself #nevergonnagiveup #onwardandupward #alwayspushing #nocomplacency #LetsWin
23908,img/insta23908,I can't wait to share some news with you on Tuesday!!! #jlovegas #ilovesurprises #tbt
23909,img/insta23909,#TBT a moment in Paris #Ilovehatsandboots #IloveParis #Ellemagazine #last summer
23910,img/insta23910,September issue of @interviewmag 😘😘😘 #InstaGang #InterviewGang #SelfieGameStrong #BronxBarbie
23911,img/insta23911,Me and my girlie
23912,img/insta23912,08.31.15 @papermagazine @olivier_rousteing @balmainparis #LuxeInFlux #Fashion http://jlo.lk/luxeinflux
23913,img/insta23913,@olivier_rousteing @papermagazine #LuxeInFlux 08.31.15 http://jlo.lk/luxeinflux #Fashion #Balmain
23914,img/insta23914,BALMAIN @olivier_rousteing #fashion @papermagazine #LuxeinFlux 08.31.15 http://jlo.lk/luxeinflux
23915,img/insta23915,😘😘😘 #LuxeinFlux @papermagazine @olivier_rousteing @balmainparis 08.31.15 http://jlo.lk/luxeinflux
23916,img/insta23916,#LuxeinFlux @papermagazine @olivier_rousteing @balmainparis 08.31.15 http://jlo.lk/luxeinflux
23917,img/insta23917,#LuxeinFlux @papermagazine @olivier_rousteing @balmainparis 08.31.15 http://jlo.lk/luxeinflux
23918,img/insta23918,@papermagazine @olivier_rousteing @balmainparis #LuxeInFlux read more at http://jlo.lk/papermag 08.31.15
23919,img/insta23919,Tomorrow!!! Download #ElMismoSol on @itunes 08.21.15 @alvarosolermusic 💃🏼💃🏼💃🏼
23920,img/insta23920,New season of @americanidol is coming. Are you ready? #IdolAuditions #Idol #IdolXV #StayTuned
23921,img/insta23921,Ok :)
23922,img/insta23922,#StraightOutta #TheBronx #FBF #BronxBarbie
23923,img/insta23923,#staythecourse #nofear #artist
23924,img/insta23924,Meet Nava #ShadesofBlue #ontheset #HarleeSantos #comingsoon
23925,img/insta23925,#TBT my first W magazine cover #Versace
23926,img/insta23926,#Besitos 💋
23927,img/insta23927,#BdayWeekend recap. Party party party @1oaksouthampton @thalia #LATINAS #FUN #FAMILIA #FRIENDS #LOVE 😍😍😍
23928,img/insta23928,#LOVE #FAMILIA #SQUAD #BDAYWEEKEND RECAP 😍😍😍😍
23929,img/insta23929,#BdayWeekend recap. My loves @fatjoe and @lorenridinger #LOVE #familia #Squad #friends
23930,img/insta23930,#BdayWeekend recap with my ladies. #Squad #Fun #Love #Familia
23931,img/insta23931,All day every day!! #crushit #BeTheGirl
23932,img/insta23932,Reunited and it feels soooo good!! #Jeleah
23933,img/insta23933,She's baaack!!! Watch with me tonight! #itsallrelative @leahremini #funnygirl
23934,img/insta23934,Short hair don't care...
23935,img/insta23935,Gotta love Miami! Brunch w a view!
23936,img/insta23936,Working by the water...two of my favorite things...#onlocation #ShadesofBlue #nothingsblackandwhite  #exceptthispicture lol #onsomeAudreyHepburnOldHollywoodBehindtheScenestypeSh--
23937,img/insta23937,Another day on the set! #NYC #inmycity #ShadesofBlue #nothingsblackandwhite #shades
23938,img/insta23938,#LEO #leoseason #JULY #birthdaymonth #stayhumble #noneedtoeverbrag #justkeepgrinding
23939,img/insta23939,It’s simple... Love always & all ways #LOVE #EqualityForAll #LoveWins
23940,img/insta23940,Summer in the city... #longdays #warmnights
23941,img/insta23941,Forever Daddy's girl  HAPPY FATHERS DAY TO ALL THE GREAT DADDYS OUT THERE!!
23942,img/insta23942,I spy a little angel on my shoulder...
23943,img/insta23943,Uh oh trouble has arrived...lol... @lacarba #bestie #lovemygirl #thegoodlife
23944,img/insta23944,I'm rocking a #MiracleBand to support @cmnhospitals. Get yours free at http://jlo.lk/cmnorg. #GiveBack #ForTheKids
23945,img/insta23945,#FBF @cmnhospitals #miracleband
23946,img/insta23946,🇵🇷 #Boricua #PRDayParade #PuertoRico #PuertoRicanDayParade 😘
23947,img/insta23947,Shady Summer nights w #RayLiotta #WarrenKole #BennyMedina #shadesofblue
23948,img/insta23948,Fresh faced Harlee #staytuned #shadesofblue
23949,img/insta23949,(#RepostWhiz app) me and my girl!!! @leahremini #NationalBestFriendsDay
23950,img/insta23950,Me and Lynnie #tonys
23951,img/insta23951,Day one of #ShadesOfBlueNBC wrapped!!! #ComingSoon #Early2016 #StayTuned
23952,img/insta23952,#TBT to US magazine... #outtake
23953,img/insta23953,#JenniferLopezCollection available now at kohls.com #SummerStyle #BeTheGirl
23954,img/insta23954,#BTS with @kohls. Get this look on sale now at kohls.com #SummerStyle #JenniferLopezCollection #Kohls
23955,img/insta23955,#ComingSoon #Early2016 #ShadesOfBlueNBC
23956,img/insta23956,Coming soon... #JenniferLopezCollection
23957,img/insta23957,Soooo DOPE!! #MissyElliott #MissDemeanor
23958,img/insta23958,Thank you #Morocco for all of your love!!!! 😍😍😍😍😍 #FunTimes #Mawazine2015
23959,img/insta23959,And we're here!!! Hello Morocco!!
23960,img/insta23960,Thank you @usweekly!!! 😘😘😘 Head over to usmagazine.com to read the full article. #BeTheGirl
23961,img/insta23961,BTS #BillboardMusicAwards #BBMAs #JLoVEGAS
23962,img/insta23962,Super excited to be on @theellenshow tomorrow!!!! #HappyFriday #JLoVegas 💃🏼💃🏼💃🏼💃🏼💃🏼💃🏼 #JLoEllen #Excited
23963,img/insta23963,Anybody else watching the bestie @leahremini on #itsallrelative #funnyfamily
23964,img/insta23964,HAPPY MOTHERS DAY TO ALL THE AMAZING MOMS OUT THERE!! #love #familia
